Province,District,Tehsil,Union Council,Village/City
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 047/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 058/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 059/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 060/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 061/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 062/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 063/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 58/10-R,CHAK NO 065/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 7/9-R,CHAK NO 005/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 7/9-R,CHAK NO 007/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 7/9-R,CHAK NO 008/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 7/9-R,CHAK NO 013/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 7/9-R,CHAK NO 014/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 7/9-R,CHAK NO 015/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 70/10-R,CHAK NO 073/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 70/10-R,CHAK NO 074/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 70/10-R,CHAK NO 094/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 70/10-R,CHAK NO 096A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 071/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 075/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 076/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 077/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 078/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 081/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 082/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 083/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 084/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 085/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 086/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 76/10R,CHAK NO 087/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 80/10-R,CHAK NO 038/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 80/10-R,CHAK NO 039/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 80/10-R,CHAK NO 040/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 80/10-R,CHAK NO 079/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 80/10-R,CHAK NO 080/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 88/10R,CHAK NO 088/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 88/10R,CHAK NO 088-A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 88/10R,CHAK NO 090/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 88/10R,CHAK NO 168/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 006/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 007/V
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 008/V
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 008-A/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 008-B/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 009/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 009/V
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 010/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 010/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 011/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 011/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 011-A/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 011-B/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 012/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 012/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 013/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 014/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 015/8-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,CHAK NO 018/A.H.
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 9/A-H,RAKH MAKHDOOM VANOI
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 92/10R,CHAK NO 072/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 92/10R,CHAK NO 091/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 92/10R,CHAK NO 091-A/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 92/10R,CHAK NO 092/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 92/10R,CHAK NO 093/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO. 92/10R,CHAK NO 167/10-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 002/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 003/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 004/8-AR
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 004/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 006/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 016/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 017/9-R
PUNJAB,KHANEWAL,KHANEWAL,CHAK NO.4/8-AR,CHAK NO 018/9-R
PUNJAB,KHANEWAL,KHANEWAL,KHANEWAL KEHNA,CHAK NO 015/V
PUNJAB,KHANEWAL,KHANEWAL,KHANEWAL KEHNA,CHAK NO 016/V
PUNJAB,KHANEWAL,KHANEWAL,KHANEWAL KEHNA,CHAK NO 017/A.H.
PUNJAB,KHANEWAL,KHANEWAL,KHANEWAL KEHNA,CHAK NO 019/V
PUNJAB,KHANEWAL,KHANEWAL,KHANEWAL KEHNA,KHANEWAL KOHNA
PUNJAB,KHANEWAL,KHANEWAL,M C KHANIWAL 1,KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,M C KHANIWAL 2,KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,M C KHANIWAL 3,KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,M C KHANIWAL 4,KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,M C KHANIWAL 5,KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,M C KHANIWAL 6,KHANEWAL
PUNJAB,KHANEWAL,KHANEWAL,MAKHDOM PUR,MAKHDOOM PUR PAHORAN
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 090/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 091/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 092/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 096/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 096-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 097/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 102/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 103/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,86 CHAK NO. 92/15L,CHAK NO 104/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 098/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 099/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 100/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 101/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 105/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 106/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 100/15L,CHAK NO 109/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 115/15-L,CHAK NO 110/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 115/15-L,CHAK NO 111/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 115/15-L,CHAK NO 113/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 115/15-L,CHAK NO 114/15L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 115/15-L,CHAK NO 115/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 115/15-L,CHAK NO 116/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BOPRI MIRZA KATHIA
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BOPRI-AYA KHAERA
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BOPRI-DAD KATHIA
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BOPRI-NUR SULTAN
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BOPRI-SATI BONA
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BOPRI-SHAKRU DAHAR
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,BUNGA MACHA LANGRAYAL
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,CHAK NO 001/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,CHAK NO 003/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,CHAK NO 123/7-ER
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,CHAK NO 124/7-ER
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,CHAK NO 125/7-ER
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,DULWAN
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 123/7ER,JUNLE MASET WALA
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 117/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 118/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 119/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 120/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 121/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 122/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 123/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 124/15L,CHAK NO 124/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 126/15L,CHAK NO 045/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 126/15L,CHAK NO 046/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 126/15L,CHAK NO 047/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 126/15L,CHAK NO 126/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 129/15-L,CHAK NO 128/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 129/15-L,CHAK NO 129/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 129/15-L,CHAK NO 130/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 129/15-L,CHAK NO 131/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 129/15-L,CHAK NO 132/16-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 131/15L,CHAK NO 112/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 131/15L,CHAK NO 125/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 134/16L,CHAK NO 133/16-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 134/16L,CHAK NO 134/16-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,BELA PUNJWANA
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,BELA SIKANDER KHAN
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,BUKENIRAY
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,CHAK NO 107/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,CHAK NO 108/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,CHAK NO 135/16-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,CHAK NO 136/16-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 137/16L,CHAK NO 137/16-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 14/8-AR,CHAK NO 010-011/8A-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 14/8-AR,CHAK NO 012/8A-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 14/8-AR,CHAK NO 013/8A-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 14/8-AR,CHAK NO 014/8A-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 14/8-AR,CHAK NO 021/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 14/8-AR,PAKKA HAJI MAJEED
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 44/15-L,CHAK NO 041-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 44/15-L,CHAK NO 042/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 44/15-L,CHAK NO 043/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 44/15-L,CHAK NO 044/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 44/15-L,CHAK NO 127/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 060/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 061/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 061-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 062/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 063/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 064/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 065/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 066/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 61-A/15-L,CHAK NO 067/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 7/8AR,CHAK NO 005/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 7/8AR,CHAK NO 006/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 7/8AR,CHAK NO 007/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 7/8AR,CHAK NO 008/9/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 72-73/15L,CHAK NO 069-068/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 72-73/15L,CHAK NO 070/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 72-73/15L,CHAK NO 073-072/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 72-73/15L,CHAK NO 074-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 72-73/15L,CHAK NO 076/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 72-73/15L,CHAK NO 077/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 074/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 074-B/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 075/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 075-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 075-B/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 076-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 076-B/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 078-A/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 74/15L,CHAK NO 078-B/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 78/15L,CHAK NO 078/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 78/15L,CHAK NO 079/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 78/15L,CHAK NO 080/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 78/15L,CHAK NO 081/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 78/15L,CHAK NO 082/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 083/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 084/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 085/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 086/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 087/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 088/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 84/15L,CHAK NO 089/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 053/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 054/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 055/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 056/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 057/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 058/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 85/15L,CHAK NO 059/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 048/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 049/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 050/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 051/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 052/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 093/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 094/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHAK NO. 93/15-L,CHAK NO 095/15-L
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,AZAIM HARAJ
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAHAN SARKARI
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAK NO 002/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAK NO 003/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAK NO 018/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAK NO 019/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAK NO 020/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,CHAUGAITA PUNGUANA
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,FARID SANPAL
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,HAYDER ABAD
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,MIR PUR
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,TARA PUR
PUNJAB,KHANEWAL,MIAN CHANNU,CHOGHTAH PANJWANA,TULAMBA
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,AHMAD YAR HARAJ
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,BATIAN
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,BUGDAD
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,CHAHAN AMEER SHAH
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,CHAK NO 009-A/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,CHAK NO 009-B/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,DANGRAH
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,GHAUS PUR
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,JAM DANGRAH
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,JUNGLE ALI CHAPA
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,JUNGLE BOSI PINDEE
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,LADHEE
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,MANAK HARAJ
PUNJAB,KHANEWAL,MIAN CHANNU,GHOUS PUR,NURA-N-HARAJ
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,CHAK NO 015/8B-R
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,CHAK NO 016/8B-R
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,CHAK NO 017/8B-R
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,CHAK NO 018/8B-R
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,CHAK NO 019/8B-R
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,CHAK NO 020/8B-R
PUNJAB,KHANEWAL,MIAN CHANNU,JARAHI,JARAHI
PUNJAB,KHANEWAL,MIAN CHANNU,MIAN CHANNU 1,MIAN CHANNU
PUNJAB,KHANEWAL,MIAN CHANNU,MIAN CHANNU 2,MIAN CHANNU
PUNJAB,KHANEWAL,MIAN CHANNU,MIAN CHANNU 3,MIAN CHANNU
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,BORA KOUTLA
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,CHAK NO 001/8-AR
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,CHAK NO 008/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,CHAK NO 009/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,CHAK NO 016/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,CHAK NO 017/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,CHOKI SOHANG
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,HUSSAIN-PUR AREWALA
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,JAISA KALRA
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,JUNGLE DERA WALA SHOMALI
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,JUNGLE DERAI WALA JAUNBI
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,KALU PATRA
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,KHACHI WALA
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,NURI-SOHAG
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,RAM PUR
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,SAJAWAL HIRAJ
PUNJAB,KHANEWAL,MIAN CHANNU,NOORI SOHAG,WASIRAN
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,BOPRI MOHD RAHMAN
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK NO 002/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK NO 004/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK NO 005/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK NO 006/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK NO 007/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK NO 022/8-R
PUNJAB,KHANEWAL,MIAN CHANNU,ROTLA,CHAK SULTAN MEHAR SHAH
